"5642","- Чердаклинское","2012-06-19T00:00:00","2011-05-16T00:00:00","Решение Совета депутатов муниципального образования ""Чердаклинское городское поселение""","133","","Генплан МО ""Чердаклинское городское поселение""","0","","2012-06-19T00:00:00","Генеральный план городских округов и поселений","ООО ""УльяновскСтройПроект""","","31dizain@mail.ru","Суркова О.В.","+7(84231)21937","Начальник отдела архитектуры","2","12664220","Генеральный план муниципального образования ""Чердаклинское городское поселение"" Чердаклинского района Ульяновской области","3538b3d2-7e16-1709-e043-230019acb57c","","N","","","","83","","17036","5642","1","2","- Чердаклинское","","102481"
"5585","- Фабричновыселковское","2012-06-18T01:00:00","2010-10-25T00:00:00","Решение Совета депутатов МО Фабричновыселковского сельского поселения","12/60","","Генплан МО Фабричновыселковское СП","0","","2012-06-18T01:00:00","Генеральный план городских округов и поселений","ООО ""УльяновскСтройПроект""","","21776arh@mail.ru","Баско Г.И.","+7(84238)21776","Исполняющий обязанности начальника отдела архитектуры и благоустройства","2","1317302","Генеральный план муниципального образования Фабричновыселковское сельское поселение Новоспасского района Ульяновской области","3538b3d2-231e-1709-e043-230019acb57c","","N","","","","83","","19467","5585","1","2","- Фабричновыселковское","","102215"
"478","Новоспасский муниципальный район","2012-06-18T01:00:00","2010-11-11T00:00:00","Решение Совета депутатов МО ""Новоспасский район""","11/54","","СТП МО ""Новоспасский район""","0","","2012-06-18T01:00:00","Схемы территориального планирования муниципальных районов","ООО ""УльяновскСтройПроект""","","21776arh@mail.ru","Баско Г.И.","+7(84238)21776","Исполняющий обязанности начальника отдела архитектуры и благоустройства","2","2543509","Схема территореального планирования муниципального образования ""Новоспасский район"" Ульяновской области","3538b3d2-821e-1709-e043-230019acb57c","","N","","","","49","","18344","478","1","2","Новоспасский муниципальный район","","102209"
"5592","- Радищевское","2012-06-18T00:00:00","2010-07-28T00:00:00","Решение Совета депутатов","14/61","","Генплан МО Радищевское СП","0","","2012-06-18T00:00:00","Генеральный план городских округов и поселений","ООО ""УльяновскСтройПроект""","","radishevsk@mail.ru","Грачёв И.А.","+7(84239)21648","Главный архитектор","2","2044415","Генеральный план муниципального образования Радищевское городское поселение Радищевского района Ульяновской области","3538b3d2-1920-1709-e043-230019acb57c","","N","","","","83","","18516","5592","1","2","- Радищевское","","102224"
"5593","- Дмитриевское","2012-06-18T00:00:00","2010-06-21T00:00:00","Решение Совета депутатов","12/55","","Генплан МО Дмитриевское СП","0","","2012-06-18T00:00:00","Генеральный план городских округов и поселений","ООО ""УльяновскСтройПроект""","","radishevsk@mail.ru","Грачёв И.А.","+7(84239)21648","Главный архитектор","2","1782667","Генеральный план муниципального образования Дмитриевское сельское поселение Радищевского района Ульяновской области","3538b3d2-8d20-1709-e043-230019acb57c","","N","","","","83","","18245","5593","1","2","- Дмитриевское","","102225"
"5596","- Ореховское","2012-06-18T00:00:00","2010-06-28T00:00:00","Решение Совета депутатов","8/60","","Генплан МО Ореховское СП","0","","2012-06-18T00:00:00","Генеральный план городских округов и поселений","ООО ""УльяновскСтройПроект""","","radishevsk@mail.ru","Грачёв И.А.","+7(84239)21648","Главный архитектор","2","2524761","Генеральный план муниципального образования Ореховское сельское поселение Радищевского района Ульяновской области","3538b3d2-8422-1709-e043-230019acb57c","","N","","","","83","","20997","5596","1","2","- Ореховское","","102228"
"5595","- Октябрьское","2012-06-18T00:00:00","2010-08-06T00:00:00","Решение Совета депутатов","9/72","","Генплан МО Октябрьское СП","0","","2012-06-18T00:00:00","Генеральный план городских округов и поселений","ООО ""УльяновскСтройПроект""","","radishevsk@mail.ru","Грачёв И.А.","+7(84239)21648","Главный архитектор","2","2023562","Генеральный план муниципального образования Октябрьское сельское поселение Радищевского района Ульяновской области","3538b3d2-742a-1709-e043-230019acb57c","","N","","","","83","","21405","5595","1","2","- Октябрьское","","102227"
"5576","- Новомалыклинское","2012-06-15T00:00:00","2010-10-18T00:00:00","Решение Совета депутатов муниципального образования Новомалыклинское сельское поселение","16/88","","Генплан МО ""Новомалыклинское сельское поселение""","0","","2012-06-15T00:00:00","Генеральный план городских округов и поселений","ООО ""УльяновскСтройПроект""","","arxit-2011@mail.ru","Павлова Н.К., Злобин О.А.","+7(84232)22317","Начальник отдела, главный специалист-эксперт","78","58649882","Генеральный план муниципального образования ""Новомалыклинское сельское поселение"" Новомалыклинского района Ульяновской области","3538b3d2-9c3b-1709-e043-230019acb57c","","N","","","","83","","26951","5576","1","2","- Новомалыклинское","","102205"
"5581","- Коптевское","2012-06-18T01:00:00","2010-10-26T00:00:00","Решение Совета депутатов МО Красносельское сельское поселение","14/60","","Генплан МО Коптевское СП","0","","2012-06-18T01:00:00","Генеральный план городских округов и поселений","ООО ""УльяновскСтройПроект""","","21776arh@mail.ru","Баско Г.И.","+7(84238)21776","Исполняющий обязанности начальника отдела архитектуры и благоустройства","2","1857284","Генеральный план муниципального образования Коптевское сельское поселение Новоспасского района Ульяновской области","3538b3d2-6641-1709-e043-230019acb57c","","N","","","","83","","28251","5581","1","2","- Коптевское","","102211"
"5584","- Троицкосунгурское","2012-06-18T01:00:00","2012-06-18T01:00:00","Решение Совета депутатов МО Троицкосунгурское сельское поселение","14/56","","Генплан развития МО Троицкосунгурское СП","0","","2012-06-18T01:00:00","Генеральный план городских округов и поселений","ООО ""УльяновскСтройПроект""","","21776arh@mail.ru","Баско Г.И.","+7(84238)21776","Исполняющий обязанности начальника отдела архитектуры и благоустройства ","2","595968","Генеральный план развития муниципального образования Троицкосунгурское сельское поселение Новоспасского района Ульяновско области","3538b3d2-6741-1709-e043-230019acb57c","","N","","","","83","","28252","5584","1","2","- Троицкосунгурское","","102214"
"5594","- Калиновское","2012-06-18T00:00:00","2010-03-31T00:00:00","Решение Совета депутатов","5/47","","Генплан МО Калиновское СП","0","","2012-06-18T00:00:00","Генеральный план городских округов и поселений","ООО ""УльяновскСтройПроект""","","radishevsk@mail.ru","Грачёв И.А.","+7(84239)21648","Главный архитектор","2","2360285","Генеральный план муниципального образования Калиновское сельское поселение Радищевского района Ульяновской области","3538b3d2-4c47-1709-e043-230019acb57c","","N","","","","83","","29879","5594","1","2","- Калиновское","","102226"
"5583","- Садовское","2012-06-18T01:00:00","2010-10-26T00:00:00","Решение Совета депутатов МО Садовское сельского поселения","14/59","","Генплан развития МО Садовское СП","0","","2012-06-18T01:00:00","Генеральный план городских округов и поселений","ООО ""УльяновскСтройПроект""","","21776arh@mail.ru","Баско Г.И.","+7(84238)21776","Исполняющий обязанности начальника отдела архитектуры и благоустройства","2","1116207","Генеральный план развития муниципального образования Садовское сельское поселение Новоспасского района Ульяновской области","3538b3d2-c952-1709-e043-230019acb57c","","N","","","","83","","31815","5583","1","2","- Садовское","","102213"
"480","Радищевский муниципальный район","2012-06-15T00:00:00","2009-11-18T00:00:00","Постановление Совета депутатов","2/15","","СТП МО ""Радищевский район""","0","","2012-06-15T00:00:00","Схемы территориального планирования муниципальных районов","ООО ""УльяновскСтройПрект""","","radishevsk@mail.ru","Грачёв И.А.","+7(84239)21648","Главный архитектор","13","37550563","Схема территориального планирования муниципального образования ""Радищевский район""","3538b3d2-5943-1709-e043-230019acb57c","","N","","","","49","","27234","480","1","2","Радищевский муниципальный район","","102223"
"5513","- Папузинское","2012-06-15T01:00:00","2009-11-20T00:00:00","Решение Совета депутатов","18","","Генплан МО Папузинское СП","0","","2012-06-15T01:00:00","Генеральный план городских округов и поселений","ООО ""Симбирскпроект-К""","","archbaz@mail.ru","Бельский А.А.","+7(84241)21313","Консультант отдела строительства и архитектуры","18","106679318","Генеральный план муниципального образования Папузинское сельское поселение Базарносызганского района Ульяновской области","3538b3d2-2c4b-1709-e043-230019acb57c","","N","","","","83","","31471","5513","1","2","- Папузинское","","102015"
"5545","- Кузоватовское","2012-06-19T00:00:00","2011-08-15T00:00:00","Решение","23/33","","","0","","2012-06-19T00:00:00","Генеральный план городских округов и поселений","ООО ""Симбирскпроект""","","stroyotdel777@mail.ru","Кандрашкин И.А.","884(237)2-19-37","Заместитель главы администрации муниципального образования ""Кузоватовский район""","1","3298523","Генеральный план муниципального образования ""Кузоватовское городское поселение""","3538b3d2-841a-1709-e043-230019acb57c","","N","","","","83","","18035","5545","1","2","- Кузоватовское","","102170"
"5607","- Мостякское","2012-06-18T00:00:00","2010-12-03T00:00:00","Решение Совета депутатов муниципального образования ""Старокулаткинский район""","22/10","","ПЗЗ МО Мостякское СП","0","","2012-06-18T00:00:00","Правила землепользования и застройки","ООО ""Симбирскпроект""","","skulatkinsk@mail.ru","Ахтямова Г.К.","+7(84249)21352","Консультант","4","11118592","Правила землепользования и застройки муниципального образования Мостякское сельское поселение Старокулаткинского района","3538b3d2-931a-1709-e043-230019acb57c","","N","","","","789","","17965","5607","1","2","- Мостякское","","102241"
"482","Старокулаткинский муниципальный район","2012-06-18T00:00:00","2009-12-14T00:00:00","Решение Совета депутатов муниципального образования ""Старокулаткинский район""","7/3","","СТП МО ""Старокулаткинский район""","0","","2012-06-18T00:00:00","Схемы территориального планирования муниципальных районов","ООО ""Симбирскпроект""","","skulatkinsk@mail.ru","Ахтямова Г.К.","+7(84249)21352","Консультант","25","432984205","Схема территориального планирования муниципального образования ""Старокулаткинский район"" Ульяновской области","3538b3d2-b91d-1709-e043-230019acb57c","","N","","","","49","","18985","482","1","2","Старокулаткинский муниципальный район","","102236"
"5590","- Холстовское","2012-06-18T00:00:00","2010-02-16T00:00:00","Решение Совета депутатов","26","","Генплан МО Холстовское СП","0","","2012-06-18T00:00:00","Генеральный план городских округов и поселений","ООО ""Симбирскпроект""","","pavlarhitect@mail.ru","Разорёнов В.В.","+7(84248)21135","Начальник отдела архитектура и строительства","2","12877395","Генеральный план муниципального образования Холстовское сельское поселение Павловского района Ульяновской области","3538b3d2-971e-1709-e043-230019acb57c","","N","","","","83","","18438","5590","1","2","- Холстовское","","102221"
"5606","- Зеленовское","2012-06-18T00:00:00","2010-05-21T00:00:00","Решение Совета муниципального образования ""Старокулаткинский район""","14/3","","Генплан МО Зеленовское СП","0","","2012-06-18T00:00:00","Генеральный план городских округов и поселений","ООО ""Симбирскпроект""","","skulatkinsk@mail.ru","Ахтямова Г.К.","+7(84249)21352","Консультант","11","91011539","Генеральный план муниципального образования Зеленовское сельское поселение","3538b3d2-ed2d-1709-e043-230019acb57c","","N","","","","83","","23469","5606","1","2","- Зеленовское","","102240"
"5586","- Павловское","2012-06-18T00:00:00","2010-02-16T00:00:00","Решение Совета депутатов","26","","Генплан МО ""Павловское ГП","0","","2012-06-18T00:00:00","Генеральный план городских округов и поселений","ООО ""Симбирскпроект""","","pavlarhitect@mail.ru","Разорёнов В.В.","+7(84248)21135","Начальник отдела архитектуры и строительства","2","35973067","Генеральный план муниципального образования Павловское городское поселение Павловского района Ульяновской области","3538b3d2-0636-1709-e043-230019acb57c","","N","","","","83","","24209","5586","1","2","- Павловское","","102217"
"5607","- Мостякское","2012-06-19T00:00:00","2010-02-20T00:00:00","Решение Совета депутатов муниципального образования ""Старокулаткинский район""","10/4","","Генплан МО Мостякское СП","0","","2012-06-19T00:00:00","Генеральный план городских округов и поселений","ООО ""Симбирскпроект""","","skulatkinsk@mail.ru","Ахтямова Г.К.","+7(84249)21352","Консультант","17","112314685","Генеральный план муниципального образования Мостякское сельское поселение Старокулаткинского района Ульяновской области","3538b3d2-3737-1709-e043-230019acb57c","","N","","","","83","","24696","5607","1","2","- Мостякское","","102241"
"5603","- Старокулатненское","2012-06-19T00:00:00","2010-11-30T00:00:00","Решение Совета депутатов муниципального образования ""Старокулаткинское городское поселение""","14/8","","ПЗЗ МО  ""Старокулаткинское городское поселение""","0","","2012-06-19T00:00:00","Правила землепользования и застройки","ООО ""Симбирскпроект""","","skulatkinsk@mail.ru","Ахтямова Г.К.","+7(84249)21352","Консультант","1","526336","Правила землепользования и застройки муниципального образования ""Старокулаткинское городское поселение"" Старокулаткинского района Ульяновской области","3538b3d2-d239-1709-e043-230019acb57c","","N","","","","789","","26640","5603","1","2","- Старокулатненское","","102237"
"5604","- Терешанское","2012-06-21T00:00:00","2010-11-30T00:00:00","Решение Совета депутатов муниципального образования ""Старокулаткинский район""","14/8","","ПЗЗ МО Терешанское СП","0","","2012-06-21T00:00:00","Правила землепользования и застройки","ООО ""Симбирскпроект""","","skulatkinsk@mail.ru","Ахтямова Г.К.","+7(84249)21352","Консультант","5","16121109","Правила землепользования и застройки муниципального образования Терешанское сельское поселение Старокулаткинского района Ульяновской области","3538b3d2-d539-1709-e043-230019acb57c","","N","","","","789","","26643","5604","1","2","- Терешанское","","102238"
"5603","- Старокулатненское","2012-06-19T00:00:00","2009-12-24T00:00:00","Решение Совета депутатов муниципального образования ""Старокулаткинское городское поселение""","12/4","","Генплан МО ""Старокулаткинское городское поселение""","0","","2012-06-19T00:00:00","Генеральный план городских округов и поселений","ООО ""Симбирскпроект""","","skulatkinsk@mail.ru","Ахтямова Г.К.","+7(84249)21352","Консультант","6","99676023","Генеральный план муниципального образования ""Старокулаткинское городское поселение""","3538b3d2-923f-1709-e043-230019acb57c","","N","","","","83","","27895","5603","1","2","- Старокулатненское","","102237"
"5605","- Староатлашское","2012-06-19T00:00:00","2010-05-21T00:00:00","Решение Совета депутатов муниципального образования ""Старокулаткинский район""","14/4","","Генплан МО Староатлашское СП","0","","2012-06-19T00:00:00","Генеральный план городских округов и поселений","ООО ""Симбирскпроект""","","skulatkinsk@mail.ru","Ахтямова Г.К.","+7(84249)21352","Консультант","8","81521137","Генеральный план муниципального образования Староатлашское сельское поселение Старокулаткинского района Ульяновской области","3538b3d2-6941-1709-e043-230019acb57c","","N","","","","83","","28254","5605","1","2","- Староатлашское","","102239"
"5547","- Еделевское","2012-06-20T00:00:00","2011-06-02T00:00:00","Решение","7/20","","","0","","2012-06-20T00:00:00","Генеральный план городских округов и поселений","ООО ""Симбирскпроект""","","stroyotdel777@mail.ru","Кандрашкин И.А.","884(237)2-19-37","Заместитель главы администрации муниципального образования ""Кузоватовский район""","1","25474919","Генеральный план муниципального образования ""Еделевское сельское поселение""","3538b3d2-3743-1709-e043-230019acb57c","","N","","","","83","","27126","5547","1","2","- Еделевское","","102172"
"5589","- Шмалакское","2012-06-18T00:00:00","2010-08-04T00:00:00","Решение Совета депутатов","27","","Генплан МО Шмалакское СП","0","","2012-06-18T00:00:00","Генеральный план городских округов и поселений","ООО ""Симбирскпроект""","","pavlarhitect@mail.ru","Разорёнов В.В.","+7(84248)21135","Начальник отдела архитектуры и строительства","2","4786510","Генеральный план муниципального образования Шмалакское сельское поселение Павловского района Ульяновской области","3538b3d2-4d43-1709-e043-230019acb57c","","N","","","","83","","27184","5589","1","2","- Шмалакское","","102220"
